Starting Title,Last URL,Degrees,Href Count
Sim Hyon-jin - Wikipedia,"[['https://en.wikipedia.org/wiki/Association_football'], ['https://en.wikipedia.org/wiki/Team_sport'], ['https://en.wikipedia.org/wiki/Sport'], ['https://en.wikipedia.org/wiki/Physical_activity'], ['https://en.wikipedia.org/wiki/Skeletal_muscle'], ['https://en.wikipedia.org/wiki/Vertebrate'], ['https://en.wikipedia.org/wiki/Deuterostoma'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",18,18
Supreme Ruler: Cold War - Wikipedia,"[['https://en.wikipedia.org/wiki/Romania'], ['https://en.wikipedia.org/wiki/Central_Europe'], ['https://en.wikipedia.org/wiki/Europe'], ['https://en.wikipedia.org/wiki/Continent'], ['https://en.wikipedia.org/wiki/Convention_(norm)'], ['https://en.wikipedia.org/wiki/Social_norm'], ['https://en.wikipedia.org/wiki/Acceptance'], ['https://en.wikipedia.org/wiki/Psychology'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",13,13
,"[['https://en.wikipedia.org/wiki/Bicycle_racing'], ['https://en.wikipedia.org/wiki/Competition'], ['https://en.wikipedia.org/wiki/Rivalry'], ['https://en.wikipedia.org/wiki/Social_group'], ['https://en.wikipedia.org/wiki/Social_science'], ['https://en.wikipedia.org/wiki/Branches_of_science'], ['https://en.wikipedia.org/wiki/Science'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",24,24
Indianapolis 500 traditions - Wikipedia,"[['https://en.wikipedia.org/wiki/Royal_Guelphic_Order'], ['https://en.wikipedia.org/wiki/German_language'], ['https://en.wikipedia.org/wiki/West_Germanic_languages'], ['https://en.wikipedia.org/wiki/Germanic_languages'], ['https://en.wikipedia.org/wiki/Indo-European_languages'], ['https://en.wikipedia.org/wiki/Languages_of_Europe'], ['https://en.wikipedia.org/wiki/Indo-European_language_family'], ['https://en.wikipedia.org/wiki/Languages_of_Europe']]",-1,8
Darryll Sulindro-Yang - Wikipedia,"[['https://en.wikipedia.org/wiki/Cricket'], ['https://en.wikipedia.org/wiki/Bat-and-ball_games'], ['https://en.wikipedia.org/wiki/Playing_field'], ['https://en.wikipedia.org/wiki/Sport'], ['https://en.wikipedia.org/wiki/Physical_activity'], ['https://en.wikipedia.org/wiki/Skeletal_muscle'], ['https://en.wikipedia.org/wiki/Vertebrate'], ['https://en.wikipedia.org/wiki/Deuterostoma'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",19,19
Holicong Village Historic District - Wikipedia,"[['https://en.wikipedia.org/wiki/Simplified_Chinese_characters'], ['https://en.wikipedia.org/wiki/Chinese_characters'], ['https://en.wikipedia.org/wiki/Logograph'], ['https://en.wikipedia.org/wiki/Written_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",16,16
"San Nicolás, Copán - Wikipedia","[['https://en.wikipedia.org/wiki/Republican_Party_(United_States)'], ['https://en.wikipedia.org/wiki/Two-party_system'], ['https://en.wikipedia.org/wiki/Politics'], ['https://en.wikipedia.org/wiki/Ancient_Greek_language'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",14,14
Edith Morley - Wikipedia,"[['https://en.wikipedia.org/wiki/Rock_music'], ['https://en.wikipedia.org/wiki/Music_genre'], ['https://en.wikipedia.org/wiki/Music'], ['https://en.wikipedia.org/wiki/Sound'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",23,23
Yoshiharu Yamaguchi - Wikipedia,"[['https://en.wikipedia.org/wiki/Transport_Canada'], ['https://en.wikipedia.org/wiki/French_language'], []]",-2,2
List of Salicales of Montana - Wikipedia,"[['https://en.wikipedia.org/wiki/Meaux'], ['https://en.wikipedia.org/wiki/Communes_of_France'], ['https://en.wikipedia.org/wiki/Administrative_divisions'], []]",-2,3
Parliament Interpretive Centre - Wikipedia,"[['https://en.wikipedia.org/wiki/Species'], ['https://en.wikipedia.org/wiki/Organism'], ['https://en.wikipedia.org/wiki/Life'], ['https://en.wikipedia.org/wiki/Matter'], ['https://en.wikipedia.org/wiki/Classical_physics'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",24,24
Gluten-sensitive enteropathy–associated conditions - Wikipedia,"[['https://en.wikipedia.org/wiki/Inca_Empire'], ['https://en.wikipedia.org/wiki/Quechua_language'], []]",-2,2
Franz Janke - Wikipedia,"[['https://en.wikipedia.org/wiki/Ashurbanipal'], ['https://en.wikipedia.org/wiki/Neo-Assyrian_Akkadian_language'], []]",-2,2
,"[['https://en.wikipedia.org/wiki/Environmental_studies'], ['https://en.wikipedia.org/wiki/Human_behavior'], ['https://en.wikipedia.org/wiki/Energy_(psychological)'], ['https://en.wikipedia.org/wiki/Psychology'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",9,9
Urs Isler - Wikipedia,"[['https://en.wikipedia.org/wiki/Honkbal_Hoofdklasse'], ['https://en.wikipedia.org/wiki/Dutch_language'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",10,10
Galahs in the Gidgee - Wikipedia,"[['https://en.wikipedia.org/wiki/Trade_union'], ['https://en.wikipedia.org/wiki/British_English'], ['https://en.wikipedia.org/wiki/Variety_(linguistics)'], ['https://en.wikipedia.org/wiki/Sociolinguistics'], ['https://en.wikipedia.org/wiki/Society'], ['https://en.wikipedia.org/wiki/Individual'], ['https://en.wikipedia.org/wiki/Entity'], ['https://en.wikipedia.org/wiki/Existence'], ['https://en.wikipedia.org/wiki/Reality'], ['https://en.wikipedia.org/wiki/Universe'], ['https://en.wikipedia.org/wiki/Space'], ['https://en.wikipedia.org/wiki/Three-dimensional_space'], ['https://en.wikipedia.org/wiki/Geometry'], ['https://en.wikipedia.org/wiki/Ancient_Greek_language'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",24,24
TSF Jazz - Wikipedia,"[['https://en.wikipedia.org/wiki/Brahmin'], ['https://en.wikipedia.org/wiki/Sanskrit_language'], ['https://en.wiktionary.org/wiki/attributive'], ['https://en.wiktionary.org/wiki/attribute#English'], ['https://en.wikipedia.org/wiki/Latin'], ['https://en.wikipedia.org/wiki/Classical_language'], ['https://en.wikipedia.org/wiki/George_L._Hart'], ['https://en.wikipedia.org/wiki/Tamil_language'], ['https://en.wikipedia.org/wiki/Classical_languages_of_India'], ['https://en.wikipedia.org/wiki/Umbrella_term'], []]",-2,10
Kalpadukal - Wikipedia,"[['https://en.wikipedia.org/wiki/Wards_and_electoral_divisions_of_the_United_Kingdom'], ['https://en.wikipedia.org/wiki/Electoral_district'], ['https://en.wikipedia.org/wiki/State_(polity)'], ['https://en.wikipedia.org/wiki/Politics'], ['https://en.wikipedia.org/wiki/Ancient_Greek_language'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",15,15
Stucker - Wikipedia,"[['https://en.wikipedia.org/wiki/Susquehanna_University'], ['https://en.wikipedia.org/wiki/Liberal_arts_colleges_in_the_United_States'], ['https://en.wikipedia.org/wiki/Undergraduate'], ['https://en.wikipedia.org/wiki/Secondary_education'], ['https://en.wikipedia.org/wiki/International_Standard_Classification_of_Education'], ['https://en.wikipedia.org/wiki/Statistical'], ['https://en.wikipedia.org/wiki/German_language'], ['https://en.wikipedia.org/wiki/West_Germanic_languages'], ['https://en.wikipedia.org/wiki/Germanic_languages'], ['https://en.wikipedia.org/wiki/Indo-European_languages'], ['https://en.wikipedia.org/wiki/Languages_of_Europe'], ['https://en.wikipedia.org/wiki/Indo-European_language_family'], ['https://en.wikipedia.org/wiki/Languages_of_Europe']]",-1,13
Empire Arts Center - Wikipedia,"[['https://en.wikipedia.org/wiki/Presbyterian_Church_in_Canada'], ['https://en.wikipedia.org/wiki/French_language'], []]",-2,2
"Ali, Razavi Khorasan - Wikipedia","[['https://en.wikipedia.org/wiki/Party_Foundation_Day'], ['https://en.wikipedia.org/wiki/Korean_language'], ['https://en.wikipedia.org/wiki/South_Korean_standard_language'], ['https://en.wikipedia.org/wiki/Korean_language']]",-1,4
,"[['https://en.wikipedia.org/wiki/Korean_language'], ['https://en.wikipedia.org/wiki/South_Korean_standard_language'], ['https://en.wikipedia.org/wiki/Korean_language']]",-1,3
"Fatih, İpsala - Wikipedia","[['https://en.wikipedia.org/wiki/Butterfly'], ['https://en.wikipedia.org/wiki/Winged_insects'], ['https://en.wikipedia.org/wiki/Ancient_Greek_language'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",13,13
Emily Miles - Wikipedia,"[['https://en.wikipedia.org/wiki/Warner_Bros.'], ['https://en.wikipedia.org/wiki/Film_studio'], ['https://en.wikipedia.org/wiki/Entertainment_company'], ['https://en.wikipedia.org/wiki/Interest_(emotion)'], ['https://en.wikipedia.org/wiki/Emotion'], ['https://en.wikipedia.org/wiki/Mental_state'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",11,11
Julian Dowe - Wikipedia,"[['https://en.wikipedia.org/wiki/Districts_of_Madagascar'], ['https://en.wikipedia.org/wiki/Administrative_division'], []]",-2,2
Step Back in Time - Wikipedia,"[['https://en.wikipedia.org/wiki/World_War_II'], ['https://en.wikipedia.org/wiki/World_war'], ['https://en.wikipedia.org/wiki/War'], ['https://en.wikipedia.org/wiki/State_(polity)'], ['https://en.wikipedia.org/wiki/Politics'], ['https://en.wikipedia.org/wiki/Ancient_Greek_language'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",16,16
List of mayors of Toowoomba - Wikipedia,"[['https://en.wikipedia.org/wiki/Village'], ['https://en.wikipedia.org/wiki/Human_settlement'], ['https://en.wikipedia.org/wiki/Geography'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",14,14
Gregory Clark (author) - Wikipedia,"[['https://en.wikipedia.org/wiki/Village'], ['https://en.wikipedia.org/wiki/Human_settlement'], ['https://en.wikipedia.org/wiki/Geography'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",14,14
John Cranston (priest) - Wikipedia,"[['https://en.wikipedia.org/wiki/Drag_racing'], ['https://en.wikipedia.org/wiki/Motor_racing'], ['https://en.wikipedia.org/wiki/Sport'], ['https://en.wikipedia.org/wiki/Physical_activity'], ['https://en.wikipedia.org/wiki/Skeletal_muscle'], ['https://en.wikipedia.org/wiki/Vertebrate'], ['https://en.wikipedia.org/wiki/Deuterostoma'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",18,18
The Man Without Sleep - Wikipedia,"[['https://en.wikipedia.org/wiki/Association_football'], ['https://en.wikipedia.org/wiki/Team_sport'], ['https://en.wikipedia.org/wiki/Sport'], ['https://en.wikipedia.org/wiki/Physical_activity'], ['https://en.wikipedia.org/wiki/Skeletal_muscle'], ['https://en.wikipedia.org/wiki/Vertebrate'], ['https://en.wikipedia.org/wiki/Deuterostoma'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",18,18
Holy Family with the Family of St John the Baptist - Wikipedia,"[['https://en.wikipedia.org/wiki/Softly,_Softly_(TV_series)'], ['https://en.wikipedia.org/wiki/British_television'], ['https://en.wikipedia.org/wiki/United_Kingdom'], ['https://en.wikipedia.org/wiki/Northwestern_Europe'], ['https://en.wikipedia.org/wiki/Subregion'], ['https://en.wikipedia.org/wiki/Region'], ['https://en.wikipedia.org/wiki/Geography'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",18,18
,"[['https://en.wikipedia.org/wiki/Simplified_Chinese_characters'], ['https://en.wikipedia.org/wiki/Chinese_characters'], ['https://en.wikipedia.org/wiki/Logograph'], ['https://en.wikipedia.org/wiki/Written_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",16,16
Acridocephala - Wikipedia,"[['https://en.wikipedia.org/wiki/Cocos_nucifera'], ['https://en.wikipedia.org/wiki/Palm_tree'], ['https://en.wikipedia.org/wiki/Family_(biology)'], ['https://en.wikipedia.org/wiki/Latin_language'], ['https://en.wikipedia.org/wiki/Classical_language'], ['https://en.wikipedia.org/wiki/George_L._Hart'], ['https://en.wikipedia.org/wiki/Tamil_language'], ['https://en.wikipedia.org/wiki/Classical_languages_of_India'], ['https://en.wikipedia.org/wiki/Umbrella_term'], []]",-2,9
Chiyoarashi Yoshinobu - Wikipedia,"[['https://en.wikipedia.org/wiki/Studio_album'], ['https://en.wikipedia.org/wiki/Music'], ['https://en.wikipedia.org/wiki/Sound'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",22,22
Twenty Five Years of Dr. Feelgood - Wikipedia,"[['https://en.wikipedia.org/wiki/Malayalam'], []]",-2,1
LIGPLOT - Wikipedia,"[['https://en.wikipedia.org/wiki/Progressive_bluegrass'], ['https://en.wikipedia.org/wiki/Music_genre'], ['https://en.wikipedia.org/wiki/Music'], ['https://en.wikipedia.org/wiki/Sound'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",23,23
"Stępień, Warmian-Masurian Voivodeship - Wikipedia","[['https://en.wikipedia.org/wiki/Professional_wrestling'], ['https://en.wikipedia.org/wiki/Theatre'], ['https://en.wikipedia.org/wiki/Performing_art'], ['https://en.wikipedia.org/wiki/The_arts'], ['https://en.wikipedia.org/wiki/Creativity'], ['https://en.wikipedia.org/wiki/Imagination'], ['https://en.wikipedia.org/wiki/Sensation_(psychology)'], ['https://en.wikipedia.org/wiki/Biological_system'], ['https://en.wikipedia.org/wiki/Biological_network_inference'], ['https://en.wikipedia.org/wiki/Inference'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",14,14
Take Back Home Girl - Wikipedia,"[['https://en.wikipedia.org/wiki/Art_competitions_at_the_1932_Summer_Olympics#Sculpture'], ['https://en.wikipedia.org/wiki/1932_Summer_Olympics'], ['https://en.wikipedia.org/wiki/Los_Angeles'], ['https://en.wikipedia.org/wiki/List_of_municipalities_in_California'], ['https://en.wikipedia.org/wiki/California'], ['https://en.wikipedia.org/wiki/U.S._state'], ['https://en.wikipedia.org/wiki/United_States'], ['https://en.wikipedia.org/wiki/North_America'], ['https://en.wikipedia.org/wiki/Continent'], ['https://en.wikipedia.org/wiki/Convention_(norm)'], ['https://en.wikipedia.org/wiki/Social_norm'], ['https://en.wikipedia.org/wiki/Acceptance'], ['https://en.wikipedia.org/wiki/Psychology'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",18,18
Rural Heritage - Wikipedia,"[['https://en.wikipedia.org/wiki/Hardcore_punk'], ['https://en.wikipedia.org/wiki/Punk_rock'], ['https://en.wikipedia.org/wiki/Music_genre'], ['https://en.wikipedia.org/wiki/Music'], ['https://en.wikipedia.org/wiki/Sound'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",24,24
