Starting Title,Last URL,Degrees,Href Count
Jo Ann Tolley - Wikipedia,"[['https://en.wikipedia.org/wiki/First-person_(gaming)'], ['https://en.wikipedia.org/wiki/Video_game'], ['https://en.wikipedia.org/wiki/Electronic_game'], ['https://en.wikipedia.org/wiki/Game'], ['https://en.wikipedia.org/wiki/Play_(activity)'], ['https://en.wikipedia.org/wiki/Motivation#Intrinsic_and_extrinsic'], ['https://en.wikipedia.org/wiki/Mental_state'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",12,12
,"[['https://en.wikipedia.org/wiki/Album'], ['https://en.wikipedia.org/wiki/Music'], ['https://en.wikipedia.org/wiki/Sound'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",22,22
ISO/IEC JTC 1/SC 32 - Wikipedia,"[['https://en.wikipedia.org/wiki/Stage_name'], ['https://en.wikipedia.org/wiki/Pseudonym'], ['https://en.wikipedia.org/wiki/Ancient_Greek_language'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",13,13
Buttle UK - Wikipedia,"[['https://en.wikipedia.org/wiki/Toulon'], ['https://en.wikipedia.org/wiki/British_English'], ['https://en.wikipedia.org/wiki/Variety_(linguistics)'], ['https://en.wikipedia.org/wiki/Sociolinguistics'], ['https://en.wikipedia.org/wiki/Society'], ['https://en.wikipedia.org/wiki/Individual'], ['https://en.wikipedia.org/wiki/Entity'], ['https://en.wikipedia.org/wiki/Existence'], ['https://en.wikipedia.org/wiki/Reality'], ['https://en.wikipedia.org/wiki/Universe'], ['https://en.wikipedia.org/wiki/Space'], ['https://en.wikipedia.org/wiki/Three-dimensional_space'], ['https://en.wikipedia.org/wiki/Geometry'], ['https://en.wikipedia.org/wiki/Ancient_Greek_language'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",24,24
Berryden - Wikipedia,"[['https://en.wikipedia.org/wiki/Guiyu,_Guangdong'], ['https://en.wikipedia.org/wiki/Simplified_Chinese_characters'], ['https://en.wikipedia.org/wiki/Chinese_characters'], ['https://en.wikipedia.org/wiki/Logograph'], ['https://en.wikipedia.org/wiki/Written_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",17,17
,"[['https://en.wikipedia.org/wiki/American_football'], ['https://en.wikipedia.org/wiki/Gridiron_football'], ['https://en.wikipedia.org/wiki/Football'], ['https://en.wikipedia.org/wiki/Team_sport'], ['https://en.wikipedia.org/wiki/Sport'], ['https://en.wikipedia.org/wiki/Physical_activity'], ['https://en.wikipedia.org/wiki/Skeletal_muscle'], ['https://en.wikipedia.org/wiki/Vertebrate'], ['https://en.wikipedia.org/wiki/Deuterostoma'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",20,20
Dysdera adriatica - Wikipedia,"[['https://en.wikipedia.org/wiki/Poisoning'], ['https://en.wikipedia.org/wiki/Toxicity'], ['https://en.wikipedia.org/wiki/Chemical_substance'], ['https://en.wikipedia.org/wiki/Matter'], ['https://en.wikipedia.org/wiki/Classical_physics'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",24,24
2016 WTA Awards - Wikipedia,"[['https://en.wikipedia.org/wiki/Les_Anglais'], ['https://en.wikipedia.org/wiki/Haitian_Creole_language'], []]",-2,2
Veljko Maričić - Wikipedia,"[['https://en.wikipedia.org/wiki/Financial_services'], ['https://en.wikipedia.org/wiki/Service_(economics)'], ['https://en.wikipedia.org/wiki/Consumer'], ['https://en.wikipedia.org/wiki/Goods'], ['https://en.wikipedia.org/wiki/Economics'], ['https://en.wikipedia.org/wiki/Social_science'], ['https://en.wikipedia.org/wiki/Branches_of_science'], ['https://en.wikipedia.org/wiki/Science'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",25,25
Joyce Greer de Holesch - Wikipedia,"[['https://en.wikipedia.org/wiki/Australian_rules_football'], ['https://en.wikipedia.org/wiki/Contact_sport'], ['https://en.wikipedia.org/wiki/Sport'], ['https://en.wikipedia.org/wiki/Physical_activity'], ['https://en.wikipedia.org/wiki/Skeletal_muscle'], ['https://en.wikipedia.org/wiki/Vertebrate'], ['https://en.wikipedia.org/wiki/Deuterostoma'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",18,18
Albert Brown (American veteran) - Wikipedia,"[['https://en.wikipedia.org/wiki/Restaurant'], ['https://en.wikipedia.org/wiki/Food'], ['https://en.wikipedia.org/wiki/Organism'], ['https://en.wikipedia.org/wiki/Life'], ['https://en.wikipedia.org/wiki/Matter'], ['https://en.wikipedia.org/wiki/Classical_physics'], ['https://en.wikipedia.org/wiki/Physics'], ['https://en.wikipedia.org/wiki/Scientific'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",25,25
Keith Johnson (cricket administrator) - Wikipedia,"[['https://en.wikipedia.org/wiki/Filipino_people'], ['https://en.wikipedia.org/wiki/Filipino_language'], []]",-2,2
Carlos Stella - Wikipedia,"[['https://en.wikipedia.org/wiki/Italian_language'], ['https://en.wikipedia.org/wiki/Romance_languages'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",14,14
,"[['https://en.wikipedia.org/wiki/Cricket'], ['https://en.wikipedia.org/wiki/Bat-and-ball_games'], ['https://en.wikipedia.org/wiki/Playing_field'], ['https://en.wikipedia.org/wiki/Sport'], ['https://en.wikipedia.org/wiki/Physical_activity'], ['https://en.wikipedia.org/wiki/Skeletal_muscle'], ['https://en.wikipedia.org/wiki/Vertebrate'], ['https://en.wikipedia.org/wiki/Deuterostoma'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",19,19
,"[['https://en.wikipedia.org/wiki/Shooting_sport'], ['https://en.wikipedia.org/wiki/Competitive_sport'], ['https://en.wikipedia.org/wiki/Rivalry'], ['https://en.wikipedia.org/wiki/Social_group'], ['https://en.wikipedia.org/wiki/Social_science'], ['https://en.wikipedia.org/wiki/Branches_of_science'], ['https://en.wikipedia.org/wiki/Science'], ['https://en.wikipedia.org/wiki/Scientific_method'], ['https://en.wikipedia.org/wiki/Empirical_evidence'], ['https://en.wikipedia.org/wiki/Evidence'], ['https://en.wikipedia.org/wiki/Proposition'], ['https://en.wikipedia.org/wiki/Philosophy_of_language'], ['https://en.wikipedia.org/wiki/Language'], ['https://en.wikipedia.org/wiki/Communication'], ['https://en.wikipedia.org/wiki/Information'], ['https://en.wikipedia.org/wiki/Abstraction'], ['https://en.wikipedia.org/wiki/Rule_of_inference'], ['https://en.wikipedia.org/wiki/Logic'], ['https://en.wikipedia.org/wiki/Logical_reasoning'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",24,24
List of Nordic Regional Airlines destinations - Wikipedia,"[['https://en.wikipedia.org/wiki/Taylor_Swift'], ['https://en.wikipedia.org/wiki/Cultural_impact_of_Taylor_Swift'], ['https://en.wikipedia.org/wiki/Taylor_Swift']]",-1,3
Clara de noche - Wikipedia,"[['https://en.wikipedia.org/wiki/Royal_Irish_Academy'], ['https://en.wikipedia.org/wiki/Irish_language'], ['https://en.wikipedia.org/wiki/Standard_Irish'], ['https://en.wikipedia.org/wiki/Irish_language']]",-1,4
"Barreto (footballer, born 1995) - Wikipedia","[['https://en.wikipedia.org/wiki/Georgian_language'], ['https://en.wikipedia.org/wiki/Kartvelian_language'], ['https://en.wikipedia.org/wiki/Georgian_language']]",-1,3
List of Chicago Fire FC seasons - Wikipedia,"[['https://en.wikipedia.org/wiki/Philadelphia,_Pennsylvania'], ['https://en.wikipedia.org/wiki/List_of_municipalities_in_Pennsylvania'], ['https://en.wikipedia.org/wiki/Pennsylvania'], []]",-2,3
1964 Rutgers Scarlet Knights football team - Wikipedia,"[['https://en.wikipedia.org/wiki/Private_school'], ['https://en.wikipedia.org/wiki/School'], ['https://en.wikipedia.org/wiki/Educational_institution'], ['https://en.wikipedia.org/wiki/Education'], ['https://en.wikipedia.org/wiki/Knowledge'], ['https://en.wikipedia.org/wiki/Declarative_knowledge'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",8,8
Laminin subunit alpha-2 - Wikipedia,"[['https://en.wikipedia.org/wiki/Poker'], ['https://en.wikipedia.org/wiki/Card_game#Comparing_games'], ['https://en.wikipedia.org/wiki/Game'], ['https://en.wikipedia.org/wiki/Play_(activity)'], ['https://en.wikipedia.org/wiki/Motivation#Intrinsic_and_extrinsic'], ['https://en.wikipedia.org/wiki/Mental_state'], ['https://en.wikipedia.org/wiki/Mind'], ['https://en.wikipedia.org/wiki/Thought'], ['https://en.wikipedia.org/wiki/Cognition'], ['https://en.wikipedia.org/wiki/Action_(philosophy)'], ['https://en.wikipedia.org/wiki/Philosophy']]",11,11
Oliver Wendell Jones - Wikipedia,"[['https://en.wikipedia.org/wiki/State_National_Council'], ['https://en.wikipedia.org/wiki/Polish_language'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",10,10
"St Winwaloe's Church, Gunwalloe - Wikipedia","[['https://en.wikipedia.org/wiki/University_of_Minnesota'], ['https://en.wikipedia.org/wiki/Public_university'], ['https://en.wikipedia.org/wiki/University'], ['https://en.wikipedia.org/wiki/Latin_language'], ['https://en.wikipedia.org/wiki/Classical_language'], ['https://en.wikipedia.org/wiki/George_L._Hart'], ['https://en.wikipedia.org/wiki/Tamil_language'], ['https://en.wikipedia.org/wiki/Classical_languages_of_India'], ['https://en.wikipedia.org/wiki/Umbrella_term'], []]",-2,9
Dorylinae - Wikipedia,"[['https://en.wikipedia.org/wiki/Executive_branch'], ['https://en.wikipedia.org/wiki/Political_system'], ['https://en.wikipedia.org/wiki/Political_science'], ['https://en.wikipedia.org/wiki/Politics'], ['https://en.wikipedia.org/wiki/Ancient_Greek_language'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",15,15
van Kriedt - Wikipedia,"[['https://en.wikipedia.org/wiki/Scottish_Lowlands'], ['https://en.wikipedia.org/wiki/Scots_language'], ['https://en.wikipedia.org/wiki/Anglic_languages'], ['https://en.wikipedia.org/wiki/History_of_the_English_language'], ['https://en.wikipedia.org/wiki/English_language'], ['https://en.wikipedia.org/wiki/West_Germanic_language'], ['https://en.wikipedia.org/wiki/Germanic_languages'], ['https://en.wikipedia.org/wiki/Indo-European_languages'], ['https://en.wikipedia.org/wiki/Languages_of_Europe'], ['https://en.wikipedia.org/wiki/Indo-European_language_family'], ['https://en.wikipedia.org/wiki/Languages_of_Europe']]",-1,11
Ordena Stephens-Thompson - Wikipedia,"[['https://en.wikipedia.org/wiki/Lost_film'], ['https://en.wikipedia.org/wiki/Feature_film'], ['https://en.wikipedia.org/wiki/Narrative_film'], ['https://en.wikipedia.org/wiki/Motion_picture'], ['https://en.wikipedia.org/wiki/Visual_art'], ['https://en.wikipedia.org/wiki/Art_form'], ['https://en.wikipedia.org/wiki/Creativity'], ['https://en.wikipedia.org/wiki/Imagination'], ['https://en.wikipedia.org/wiki/Sensation_(psychology)'], ['https://en.wikipedia.org/wiki/Biological_system'], ['https://en.wikipedia.org/wiki/Biological_network_inference'], ['https://en.wikipedia.org/wiki/Inference'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",16,16
Panic in Paradise (film) - Wikipedia,"[['https://en.wikipedia.org/wiki/FM_broadcasting'], ['https://en.wikipedia.org/wiki/Radio_broadcasting'], ['https://en.wikipedia.org/wiki/Broadcasting'], ['https://en.wikipedia.org/wiki/Data_distribution'], ['https://en.wikipedia.org/wiki/Latin'], ['https://en.wikipedia.org/wiki/Classical_language'], ['https://en.wikipedia.org/wiki/George_L._Hart'], ['https://en.wikipedia.org/wiki/Tamil_language'], ['https://en.wikipedia.org/wiki/Classical_languages_of_India'], ['https://en.wikipedia.org/wiki/Umbrella_term'], []]",-2,10
,"[['https://en.wikipedia.org/wiki/Association_football'], ['https://en.wikipedia.org/wiki/Team_sport'], ['https://en.wikipedia.org/wiki/Sport'], ['https://en.wikipedia.org/wiki/Physical_activity'], ['https://en.wikipedia.org/wiki/Skeletal_muscle'], ['https://en.wikipedia.org/wiki/Vertebrate'], ['https://en.wikipedia.org/wiki/Deuterostoma'], ['https://en.wikipedia.org/wiki/Ancient_Greek'], ['https://en.wikipedia.org/wiki/Greek_language'], ['https://en.wikipedia.org/wiki/Modern_Greek'], ['https://en.wikipedia.org/wiki/Endonym'], ['https://en.wikipedia.org/wiki/Name'], ['https://en.wikipedia.org/wiki/Referent'], ['https://en.wikipedia.org/wiki/Person'], ['https://en.wikipedia.org/wiki/Reason'], ['https://en.wikipedia.org/wiki/Consciousness'], ['https://en.wikipedia.org/wiki/Awareness'], ['https://en.wikipedia.org/wiki/Philosophy']]",18,18
